time_from_start,shoulder_pan_joint_pos,shoulder_lift_joint_pos,elbow_joint_pos,wrist_1_joint_pos,wrist_2_joint_pos,wrist_3_joint_pos,shoulder_pan_joint_vel,shoulder_lift_joint_vel,elbow_joint_vel,wrist_1_joint_vel,wrist_2_joint_vel,wrist_3_joint_vel,shoulder_pan_joint_acc,shoulder_lift_joint_acc,elbow_joint_acc,wrist_1_joint_acc,wrist_2_joint_acc,wrist_3_joint_acc
0.0,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-0.0005,-0.0001300368611368824,0.0001480143240328196,-2.5639866083674673e-05,-1.561307266852083e-05,-0.0004997083357404473,-0.5,-0.1300368611368824,0.14801432403281958,-0.025639866083674672,-0.01561307266852083,-0.4997083357404473
0.1,-1.6031999999999997,-1.7277501843056846,-2.2022599283798354,-0.8081281993304181,1.5950219346366574,-0.03349854167870193,-0.05000000000000013,-0.013003686113688274,0.014801432403281996,-0.002563986608367474,-0.0015613072668520871,-0.04997083357404486,-0.5000000000001665,-0.13003686113692559,0.14801432403286824,-0.02563986608368309,-0.015613072668525955,-0.49970833574060997
0.2,-1.6106999999999998,-1.7297007372227378,-2.200039713519343,-0.8085127973216732,1.5947877385466296,-0.04099416671480863,-0.09999999999999869,-0.02600737222737614,0.029602864806563527,-0.005127973216734867,-0.0031226145337041253,-0.09994166714808815,-0.49999999999870937,-0.13003686113654742,0.14801432403243803,-0.02563986608360763,-0.015613072668480419,-0.49970833573915974
0.30000000000000004,-1.6231999999999998,-1.7329516587511595,-2.1963393554185227,-0.8091537939737652,1.5943974117299164,-0.053486875108319766,-0.15000000000000266,-0.03901105834106541,0.04440429720984666,-0.007691959825102539,-0.004683921800556333,-0.14991250072213685,-0.5000000000033584,-0.13003686113775131,0.1480143240338154,-0.02563986608384702,-0.015613072668625702,-0.49970833574378104
0.4,-1.6406999999999996,-1.7375029488909506,-2.191158854077374,-0.8100511892866938,1.5938509541865185,-0.07097666685923529,-0.20000000000000187,-0.05201474445475345,0.05920572961312839,-0.010255946433469965,-0.006245229067408391,-0.1998833342961808,-0.5000000000032196,-0.13003686113771662,0.14801432403376683,-0.02563986608383748,-0.015613072668621365,-0.49970833574364226
0.5,-1.6615548200527361,-1.7429267395694152,-2.18498522989151,-0.8111206188733964,1.5931997385445738,-0.09181932170067422,-0.20943951023933893,-0.05446971301913916,0.062000095067681095,-0.010740001990334123,-0.006539988586052423,-0.20931733819998888,-1.9350294067576606e-11,-5.038561528341043e-12,5.731623636778601e-12,-9.928114703368011e-13,-6.046966896117689e-13,-1.9350294067576606e-11
0.6000000000000001,-1.682498771076668,-1.7483737108713286,-2.178785220384743,-0.8121946190724296,1.5925457396859684,-0.112751055520671,-0.20943951023931573,-0.05446971301913312,0.062000095067674225,-0.010740001990332933,-0.0065399885860516985,-0.20931733819996567,3.8257028385751056e-12,9.910788150656523e-13,-1.1296912367531562e-12,1.9579004563359915e-13,1.1868688606992515e-13,3.8257028385751056e-12
0.7000000000000001,-1.7034427221005997,-1.753820682173242,-2.1725852108779753,-0.813268619271463,1.5918917408273634,-0.13368278934066774,-0.20943951023931573,-0.05446971301913312,0.062000095067674225,-0.010740001990332933,-0.0065399885860516985,-0.20931733819996567,3.8257028385751056e-12,9.910788150656523e-13,-1.1296912367531562e-12,1.9579004563359915e-13,1.1868688606992515e-13,3.8257028385751056e-12
0.8,-1.7243866731245314,-1.7592676534751555,-2.1663852013712077,-0.8143426194704964,1.591237741968758,-0.1546145231606645,-0.20943951023931573,-0.05446971301913312,0.062000095067674225,-0.010740001990332933,-0.0065399885860516985,-0.20931733819996567,3.8257028385751056e-12,9.910788150656523e-13,-1.1296912367531562e-12,1.9579004563359915e-13,1.1868688606992515e-13,3.8257028385751056e-12
0.9,-1.7453306241484632,-1.7647146247770686,-2.16018519186444,-0.8154166196695296,1.590583743110153,-0.17554625698066123,-0.20943951023931573,-0.05446971301913312,0.062000095067674225,-0.010740001990332933,-0.0065399885860516985,-0.20931733819996567,3.8257028385751056e-12,9.910788150656523e-13,-1.1296912367531562e-12,1.9579004563359915e-13,1.1868688606992515e-13,3.8257028385751056e-12
