time_from_start,shoulder_pan_joint_pos,shoulder_lift_joint_pos,elbow_joint_pos,wrist_1_joint_pos,wrist_2_joint_pos,wrist_3_joint_pos,shoulder_pan_joint_vel,shoulder_lift_joint_vel,elbow_joint_vel,wrist_1_joint_vel,wrist_2_joint_vel,wrist_3_joint_vel,shoulder_pan_joint_acc,shoulder_lift_joint_acc,elbow_joint_acc,wrist_1_joint_acc,wrist_2_joint_acc,wrist_3_joint_acc,fk_x,fk_y,fk_z,fk_qx,fk_qy,fk_qz,fk_qw
0.0,-2.4735194559046465,-2.0229019145270577,-1.7531210359339902,-0.9714578127173219,1.566711444286876,-0.9032431677439492,0.00031692103812662784,7.74106679298575e-05,-0.0005000000000000001,0.00042389701638433856,1.1126796529712024e-05,0.0003167013600367548,0.3169210381266278,0.0774106679298575,-0.5000000000000001,0.4238970163843386,0.011126796529712024,0.3167013600367548,-0.7704819980944162,-0.3855560002440886,0.27239099905721986,-0.00029581344008010503,0.9998439462161298,0.012468502963847935,0.012511280638127526
0.1,-2.471934850714013,-2.022514861187408,-1.75562103593399,-0.9693383276354002,1.5667670782695244,-0.9016596609437654,0.03169210381266262,0.00774106679298571,-0.04999999999999974,0.042389701638433634,0.0011126796529711965,0.03167013600367531,0.31692103812640926,0.07741066792980426,-0.49999999999965306,0.423897016384046,0.011126796529704355,0.3167013600365376,-0.7691373867831018,-0.3862046267232656,0.27152338872163406,-0.0002958679461902,0.9998440599541677,0.01246446774750106,0.012506209669461327
0.2,-2.467181035142114,-2.0213537011684606,-1.7631210359339902,-0.9629798723896351,1.5669339802174702,-0.8969091405432141,0.06338420762532666,0.01548213358597177,-0.10000000000000174,0.08477940327686918,0.0022253593059424434,0.06334027200735207,0.31692103812763744,0.07741066793010523,-0.500000000001596,0.4238970163856905,0.011126796529747723,0.3167013600377658,-0.7650930722037457,-0.38812293045941726,0.2689291823853376,-0.00029603255497623527,0.9998443964633809,0.012452454226574788,0.012491261314982061
0.30000000000000004,-2.4592580091889484,-2.0194184344702144,-1.7756210359339901,-0.9523824469800267,1.567212150130713,-0.8889916065422953,0.09507631143798966,0.023223200378957573,-0.15000000000000208,0.1271691049153033,0.003338038958913653,0.09501040801102775,0.31692103812813704,0.0774106679302284,-0.5000000000023592,0.42389701638634275,0.01112679652976507,0.3167013600382654,-0.7583185609875236,-0.3912279205021067,0.26463451225262835,-0.0002963105377556463,0.9998449416290389,0.012432746545244336,0.012467225522573575
0.4,-2.4481657728545163,-2.0167090610926692,-1.7931210359339902,-0.9375460514065748,1.5676015880092529,-0.8779070589410088,0.12676841525064897,0.03096426717194247,-0.1999999999999966,0.1695588065537325,0.004450718611884733,0.12668054401469975,0.31692103812400146,0.07741066792921185,-0.49999999999583666,0.42389701638079164,0.011126796529619353,0.3167013600341159,-0.7487662044256023,-0.3953804459013311,0.25868378688160554,-0.00029670734654504256,0.9998456719264968,0.012405844010402267,0.012435406265670114
0.5,-2.433904326138818,-2.0132255810358255,-1.8156210359339902,-0.9184706856692795,1.56810229385309,-0.8636554977393548,0.15846051906330152,0.03870533396492573,-0.24999999999998052,0.21194850819215272,0.005563398264855577,0.15835068001836505,0.31692103811293715,0.07741066792651526,-0.4999999999784339,0.4238970163660299,0.011126796529231892,0.3167013600231071,-0.736375996685861,-0.4003841111225841,0.25114095306598994,-0.00029723061379584455,0.999846554421054,0.01237249921722816,0.01239760176115693
0.6000000000000001,-2.4164736690418533,-2.008967994299683,-1.8431210359339905,-0.8951563497681407,1.568714267662224,-0.8462369229373331,0.19015262287597823,0.04644640075791488,-0.3000000000000025,0.2543382098306052,0.006676077917827268,0.19002081602205442,0.3169210381260554,0.07741066792972533,-0.4999999999991118,0.4238970163835672,0.011126796529692212,0.31670136003616983,-0.7210823570850448,-0.40598408884972637,0.242091220551016,-0.00029789015201835313,0.9998475467677622,0.012333770442797683,0.01235607504869861
0.7000000000000001,-2.3966880430621904,-2.0041351863183965,-1.8743364233639617,-0.8686921305744486,1.569408922191283,-0.8264650116310408,0.19912736102932665,0.048638557135582336,-0.31415926535896943,0.2663423505103256,0.006991172447146119,0.19898933321466672,-6.267772354370285e-12,-1.5253428296033878e-12,9.873128133432837e-12,-8.375518809822239e-12,-2.19268031755487e-13,-6.267772354370285e-12,-0.7035480672694302,-0.4116488637012236,0.23205099579181504,-0.000298665440804434,0.9998485582063871,0.012292707786960332,0.012315063411443028
0.8,-2.3767753069592574,-1.9992713306048382,-1.9057523498998592,-0.8420578955234157,1.5701080394359974,-0.8065660783095738,0.19912736102932665,0.048638557135582336,-0.31415926535896943,0.2663423505103256,0.006991172447146119,0.19898933321466672,-6.267772354370285e-12,-1.5253428296033878e-12,9.873128133432837e-12,-8.375518809822239e-12,-2.19268031755487e-13,-6.267772354370285e-12,-0.6857445756376093,-0.41660322118144744,0.22220312453044266,-0.00029947431182893777,0.9998494527066545,0.01225472522655105,0.012280225851418495
0.9,-2.3568625708563244,-1.99440747489128,-1.9371682764357565,-0.8154236604723827,1.5708071566807122,-0.7866671449881069,0.19912736102932665,0.048638557135582336,-0.31415926535896943,0.2663423505103256,0.006991172447145711,0.19898933321466653,-6.267772354370285e-12,-1.5253428296033878e-12,9.873128133432837e-12,-8.375518809822239e-12,-2.19268031755487e-13,-6.267772354370285e-12,-0.6678162633013611,-0.42080541432924273,0.21262071156973256,-0.0003003118741513232,0.9998502233746033,0.012220335848744957,0.012251694669644108
