time_from_start,shoulder_pan_joint_pos,shoulder_lift_joint_pos,elbow_joint_pos,wrist_1_joint_pos,wrist_2_joint_pos,wrist_3_joint_pos,shoulder_pan_joint_vel,shoulder_lift_joint_vel,elbow_joint_vel,wrist_1_joint_vel,wrist_2_joint_vel,wrist_3_joint_vel,shoulder_pan_joint_acc,shoulder_lift_joint_acc,elbow_joint_acc,wrist_1_joint_acc,wrist_2_joint_acc,wrist_3_joint_acc
0.0,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,-1.6021375324601443,-1.7260577491173765,-2.203140609412534,-0.808936574120532,1.5950630436464381,-0.032437481857961345,-0.014375324601445527,0.010422508826235521,-0.0014060941253468684,-0.009365741205321632,-0.00036956353561823363,-0.014374818579616505,-0.14375324601445527,0.10422508826235521,-0.014060941253468684,-0.09365741205321632,-0.0036956353561823363,-0.14374818579616505
0.2,-1.6064564918962363,-1.7229394758441698,-2.2035491204607722,-0.8117511291489062,1.594951860206067,-0.03675628150425807,-0.043189594360919514,0.031182732732066842,-0.00408511048238136,-0.028145550283742438,-0.0011118344037108763,-0.043187996462967226,-0.28814269759473987,0.2076022390583132,-0.026790163570344916,-0.18779809078420806,-0.0074227086809264264,-0.2881317788335072
0.30000000000000004,-1.6137109217809469,-1.717819123128126,-2.204111458131707,-0.8164834029919583,1.5947634660909942,-0.04401035805903428,-0.07254429884710589,0.05120352716043941,-0.005623376709347205,-0.047322738430520817,-0.001883941150728763,-0.07254076554776209,-0.2935470448618638,0.20020794428372568,-0.015382662269658454,-0.1917718814677838,-0.007721067470178866,-0.29352769084794866
0.4,-1.6239304948092923,-1.710741548960543,-2.2047629237919217,-0.823153045227946,1.594496285354827,-0.054229340205462724,-0.10219573028345419,0.07077574167582812,-0.006514656602147895,-0.0666964223598765,-0.0026718073616716076,-0.10218982146428447,-0.29651431436348297,0.19572214515388708,-0.008912798928006893,-0.19373683929355678,-0.007878662109428447,-0.29649055916522377
0.5,-1.636738770626344,-1.702131873360696,-2.2053124779956024,-0.831514510064556,1.594157935516525,-0.0670366918814547,-0.12808275817051795,0.08609675599847044,-0.005495542036806356,-0.08361464836610044,-0.0033834983830205445,-0.1280735167599197,-0.2588702788706376,0.15321014322642323,0.01019114565341539,-0.16918226006223946,-0.007116910213489369,-0.25883695295635234
0.6000000000000001,-1.6499721319486824,-1.6935377024212273,-2.2055775828101334,-0.8401503390445406,1.5938043338437684,-0.08026888450532421,-0.13233361322338322,0.08594170939468793,-0.002651048145310142,-0.08635828979984606,-0.0035360167275655385,-0.13232192623869515,-0.042508550528652655,-0.00155046603782516,0.028444938914962137,-0.02743641433745614,-0.0015251834454499402,-0.042484094787754445
0.7000000000000001,-1.6633376533964832,-1.685164772281461,-2.205542796170578,-0.8488631019718411,1.5934431135371416,-0.09363300576959441,-0.13365521447800788,0.08372930139766144,0.0003478663955558403,-0.08712762927300499,-0.0036122030662677496,-0.13364121264270196,-0.013216012546246603,-0.022124079970264887,0.029989145408659823,-0.007693394731589365,-0.0007618633870221103,-0.01319286404006803
0.7999999990000001,-1.676831721710002,-1.6770206117440407,-2.2052086747325568,-0.8576444353038623,1.5930743175815574,-0.1071254373511462,-0.13494068313518737,0.08144160537420397,0.003341214380210289,-0.08781333332021135,-0.003687959555842557,-0.13492431581551792,-0.012854686571794893,-0.02287696023457464,0.029933479846544486,-0.006857040472063591,-0.0007575648957480752,-0.012831031728159636
0.8999999980000001,-1.6904504712098138,-1.6691124997669413,-2.2045759435538903,-0.8664860530774176,1.5926980037686989,-0.12074230894519913,-0.136187494998119,0.07908111977099397,0.00632731178666468,-0.08841617773555299,-0.0037631381285851973,-0.13616871594052934,-0.012468118629316294,-0.023604856032100052,0.02986097406454391,-0.006028444153416412,-0.0007517857274264017,-0.012444001250114245
0.9999999980000001,-1.7041897876183354,-1.6614474356022821,-2.203645492652515,-0.875379781090978,1.5923142450265202,-0.13447950212560977,-0.1373931640852155,0.07665064164659174,0.009304509013752238,-0.08893728013560476,-0.003837587421786637,-0.1373719318041064,-0.01205669087096517,-0.024304781244022244,0.02977197227087558,-0.00521102400051765,-0.0007444929320143956,-0.012032158635770507
1.099999999,-1.7180453123585757,-1.6540321103828897,-2.2024183723989417,-0.884317590820029,1.591923129710902,-0.1483326546811668,-0.13855524740240321,0.07415325219392477,0.012271202535734105,-0.08937809729051005,-0.003911153156181957,-0.13853152555557025,-0.01162083317187701,-0.02497389452666976,0.02966693521981867,-0.0044081715490529305,-0.0007356573439531999,-0.011595937514638499
1.2,-1.7320124480787304,-1.6468728806426058,-2.2008957880974998,-0.8932916322547699,1.591524761826255,-0.16229716617600767,-0.13967135720154733,0.07159229740283823,0.015225843014419205,-0.08974041434740898,-0.003983678846470884,-0.13964511494840876,-0.01116109799144116,-0.025609547910865338,0.029546404786851,-0.003623170568989309,-0.0007252569028892708,-0.011135893928385099
