timestamp,shoulder_lift_joint_pos,elbow_joint_pos,wrist_1_joint_pos,wrist_2_joint_pos,wrist_3_joint_pos,shoulder_pan_joint_pos,shoulder_lift_joint_vel,elbow_joint_vel,wrist_1_joint_vel,wrist_2_joint_vel,wrist_3_joint_vel,shoulder_pan_joint_vel,shoulder_lift_joint_eff,elbow_joint_eff,wrist_1_joint_eff,wrist_2_joint_eff,wrist_3_joint_eff,shoulder_pan_joint_eff
1750769427.7508833,-1.9171740000000002,-2.4362719999999998,-0.3923930000000002,1.5818439999999998,-0.47065999999999963,-2.0403629999999993,0.0,0.0,0.0,0.0,0.0,0.0,3.7177848617216847,1.7195953793261127,0.2998450206654899,0.0009115141970061146,0.0,4.883487140201687e-17
1750769427.7524273,-1.9171740000000002,-2.4362719999999998,-0.3923930000000002,1.5818439999999998,-0.47065999999999963,-2.0403629999999993,0.0,0.0,0.0,0.0,0.0,0.0,3.7177848617216847,1.7195953793261127,0.2998450206654899,0.0009115141970061146,0.0,4.883487140201687e-17
1750769427.753304,-1.9171740000000002,-2.4362719999999998,-0.3923930000000002,1.5818439999999998,-0.47065999999999963,-2.0403629999999993,0.0,0.0,0.0,0.0,0.0,0.0,3.7177848617216847,1.7195953793261127,0.2998450206654899,0.0009115141970061146,0.0,4.883487140201687e-17
1750769427.7549229,-1.9171740000000002,-2.4362719999999998,-0.3923930000000002,1.5818439999999998,-0.47065999999999963,-2.0403629999999993,0.0,0.0,0.0,0.0,0.0,0.0,3.7177848617216847,1.7195953793261127,0.2998450206654899,0.0009115141970061146,0.0,4.883487140201687e-17
1750769427.756967,-1.9171740000000002,-2.4362719999999998,-0.3923930000000002,1.5818439999999998,-0.47065999999999963,-2.0403629999999993,0.0,0.0,0.0,0.0,0.0,0.0,3.7177848617216847,1.7195953793261127,0.2998450206654899,0.0009115141970061146,0.0,4.883487140201687e-17
1750769427.7589307,-1.9171740000000002,-2.4362719999999998,-0.3923930000000002,1.5818439999999998,-0.47065999999999963,-2.0403629999999993,0.0,0.0,0.0,0.0,0.0,0.0,3.7177848617216847,1.7195953793261127,0.2998450206654899,0.0009115141970061146,0.0,4.883487140201687e-17
1750769427.7631981,-1.9171740000000002,-2.4362719999999998,-0.3923930000000002,1.5818439999999998,-0.47065999999999963,-2.0403629999999993,0.0,0.0,0.0,0.0,0.0,0.0,3.7177848617216847,1.7195953793261127,0.2998450206654899,0.0009115141970061146,0.0,4.883487140201687e-17
1750769427.7640293,-1.917174126851049,-2.4362709999999996,-0.39239387520088176,1.5818439882232678,-0.47066034251495203,-2.0403633425574395,-0.0001268510488339476,0.001,-0.0008752008817553132,-1.1776731956881816e-05,-0.00034251495210079196,-0.00034255744031031475,3.697598880618617,1.9238161796701572,0.27972775246255294,-0.00016605139782028752,-0.009648759324111652,-0.09276830303770324
1750769427.7653751,-1.9171745074041953,-2.4362679999999997,-0.3923965008035273,1.581843952893072,-0.47066137005980835,-2.04036437022976,-0.0002537020976678952,0.002,-0.0017504017635106264,-2.3553463913763632e-05,-0.0006850299042015839,-0.0006851148806206295,3.6976098045721075,1.9238258554526324,0.2797277983281528,-0.00016606532694468266,-0.009648759324112088,-0.0927688233364121
1750769427.767073,-1.91717514165944,-2.436263,-0.3924008768079359,1.5818438940094122,-0.4706630826345686,-2.040366083016962,-0.00038055314650184283,0.003,-0.0026256026452659395,-3.533019587064545e-05,-0.0010275448563023758,-0.0010276723209309442,3.6976280111489443,1.9238419817341967,0.27972787477042166,-0.00016608854211446074,-0.009648759324112813,-0.09276969050684228
1750769427.768985,-1.9171760296167815,-2.4362559999999998,-0.3924070032141085,1.5818438115722886,-0.4706654802392336,-2.040368480919044,-0.0005074041953357904,0.004,-0.003500803527021253,-4.7106927827527264e-05,-0.0013700598084031678,-0.001370229761241259,3.6976535003306346,1.9238645584810208,0.2797279817887643,-0.00016612104327330836,-0.009648759324113835,-0.09277090455786695
1750769427.7710094,-1.9171771712762213,-2.436247,-0.39241488002204417,1.581843705581701,-0.47066856287380254,-2.0403715639360076,-0.000634255244169738,0.005,-0.004376004408776566,-5.888365978440908e-05,-0.0017125747605039598,-0.001712787201551574,3.697686272091313,1.9238935856457222,0.27972811938234654,-0.00016616283034240356,-0.009648759324115144,-0.09277246550190683
1750769427.7753627,-1.9171785666377579,-2.4362359999999996,-0.39242450723174294,1.5818435760376495,-0.4706723305382754,-2.0403753320678506,-0.0007611062930036857,0.006,-0.005251205290531879,-7.06603917412909e-05,-0.0020550897126047516,-0.0020553446418618885,3.6977263263977,1.9239290631673998,0.27972828755009616,-0.00016621390322035486,-0.009648759324116738,-0.09277437335493331
1750769427.7760532,-1.9171802157013929,-2.4362229999999996,-0.3924358848432066,1.581843422940134,-0.47067678323265216,-2.040379785314574,-0.0008879573418376332,0.007,-0.006126406172287192,-8.243712369817271e-05,-0.002397604664705544,-0.0023979020821722034,3.6977736632091376,1.9239709909715939,0.27972848629070257,-0.0001662742617832763,-0.009648759324118645,-0.09277662813646473
1750769427.7773077,-1.9171802157013929,-2.4362229999999996,-0.3924358848432066,1.581843422940134,-0.47067678323265216,-2.040379785314574,-0.0008879573418376332,0.007,-0.006126406172287192,-8.243712369817271e-05,-0.002397604664705544,-0.0023979020821722034,3.6977736632091376,1.9239709909715939,0.27972848629070257,-0.0001662742617832763,-0.009648759324118645,-0.09277662813646473
1750769427.7791195,-1.9171821184671254,-2.4362079999999997,-0.3924490128564324,1.5818432462891545,-0.47068192095693373,-2.0403849236761786,-0.0010148083906715809,0.008,-0.007001607054042506,-9.421385565505453e-05,-0.0027401196168063357,-0.002740459522482518,3.697828282477557,1.9240193689703202,0.27972871560261653,-0.00016634390588470091,-0.009648759324120817,-0.09277922986956726
1750769427.7810817,-1.9171842749349555,-2.4361909999999996,-0.3924638912714222,1.5818430460847113,-0.4706877437111201,-2.0403907471526646,-0.0011416594395055285,0.009000000000000001,-0.007876807935797819,-0.00010599058761193636,-0.003082634568907128,-0.0030830169627928334,3.6978901841474974,1.9240741970620525,0.2797289754840514,-0.0001664228353556444,-0.009648759324123306,-0.09278217858085569
