timestamp,shoulder_lift_joint_pos,elbow_joint_pos,wrist_1_joint_pos,wrist_2_joint_pos,wrist_3_joint_pos,shoulder_pan_joint_pos,shoulder_lift_joint_vel,elbow_joint_vel,wrist_1_joint_vel,wrist_2_joint_vel,wrist_3_joint_vel,shoulder_pan_joint_vel,shoulder_lift_joint_eff,elbow_joint_eff,wrist_1_joint_eff,wrist_2_joint_eff,wrist_3_joint_eff,shoulder_pan_joint_eff
1750771255.698281,-1.7245999999999997,-2.4908779999999995,-0.5302379999999998,1.582503,-0.45276400000000017,-2.0224840000000004,0.0,0.0,0.0,0.0,0.0,0.0,2.861099755904575,2.216476240083084,0.29985643250318944,0.0009658880912727304,0.0,8.360904779957192e-17
1750771255.700294,-1.7245999999999997,-2.4908779999999995,-0.5302379999999998,1.582503,-0.45276400000000017,-2.0224840000000004,0.0,0.0,0.0,0.0,0.0,0.0,2.861099755904575,2.216476240083084,0.29985643250318944,0.0009658880912727304,0.0,8.360904779957192e-17
1750771255.7008379,-1.7245999999999997,-2.4908779999999995,-0.5302379999999998,1.582503,-0.45276400000000017,-2.0224840000000004,0.0,0.0,0.0,0.0,0.0,0.0,2.861099755904575,2.216476240083084,0.29985643250318944,0.0009658880912727304,0.0,8.360904779957192e-17
1750771255.7012725,-1.7245999999999997,-2.4908779999999995,-0.5302379999999998,1.582503,-0.45276400000000017,-2.0224840000000004,0.0,0.0,0.0,0.0,0.0,0.0,2.861099755904575,2.216476240083084,0.29985643250318944,0.0009658880912727304,0.0,8.360904779957192e-17
1750771255.7016616,-1.7245999999999997,-2.4908779999999995,-0.5302379999999998,1.582503,-0.45276400000000017,-2.0224840000000004,0.0,0.0,0.0,0.0,0.0,0.0,2.861099755904575,2.216476240083084,0.29985643250318944,0.0009658880912727304,0.0,8.360904779957192e-17
1750771255.7020426,-1.7245999999999997,-2.4908779999999995,-0.5302379999999998,1.582503,-0.45276400000000017,-2.0224840000000004,0.0,0.0,0.0,0.0,0.0,0.0,2.861099755904575,2.216476240083084,0.29985643250318944,0.0009658880912727304,0.0,8.360904779957192e-17
1750771255.702502,-1.7245999999999997,-2.4908779999999995,-0.5302379999999998,1.582503,-0.45276400000000017,-2.0224840000000004,0.0,0.0,0.0,0.0,0.0,0.0,2.861099755904575,2.216476240083084,0.29985643250318944,0.0009658880912727304,0.0,8.360904779957192e-17
1750771255.7031121,-1.7245999999999997,-2.4908779999999995,-0.5302379999999998,1.582503,-0.45276400000000017,-2.0224840000000004,0.0,0.0,0.0,0.0,0.0,0.0,2.861099755904575,2.216476240083084,0.29985643250318944,0.0009658880912727304,0.0,8.360904779957192e-17
1750771255.703656,-1.7245999999999997,-2.4908779999999995,-0.5302379999999998,1.582503,-0.45276400000000017,-2.0224840000000004,0.0,0.0,0.0,0.0,0.0,0.0,2.861099755904575,2.216476240083084,0.29985643250318944,0.0009658880912727304,0.0,8.360904779957192e-17
1750771255.7042568,-1.7245999999999997,-2.4908779999999995,-0.5302379999999998,1.582503,-0.45276400000000017,-2.0224840000000004,0.0,0.0,0.0,0.0,0.0,0.0,2.861099755904575,2.216476240083084,0.29985643250318944,0.0009658880912727304,0.0,8.360904779957192e-17
1750771255.7063107,-1.7245999999999997,-2.4908779999999995,-0.5302379999999998,1.582503,-0.45276400000000017,-2.0224840000000004,0.0,0.0,0.0,0.0,0.0,0.0,2.861099755904575,2.216476240083084,0.29985643250318944,0.0009658880912727304,0.0,8.360904779957192e-17
1750771255.70787,-1.7245999999999997,-2.4908779999999995,-0.5302379999999998,1.582503,-0.45276400000000017,-2.0224840000000004,0.0,0.0,0.0,0.0,0.0,0.0,2.861099755904575,2.216476240083084,0.29985643250318944,0.0009658880912727304,0.0,8.360904779957192e-17
1750771255.7085311,-1.7245999999999997,-2.4908779999999995,-0.5302379999999998,1.582503,-0.45276400000000017,-2.0224840000000004,0.0,0.0,0.0,0.0,0.0,0.0,2.861099755904575,2.216476240083084,0.29985643250318944,0.0009658880912727304,0.0,8.360904779957192e-17
1750771255.7092478,-1.7246003183496992,-2.4908769999999993,-0.530238682569566,1.5825029936453046,-0.45276418303136,-2.022484183108645,-0.0003183496993064465,0.001,-0.0006825695665865335,-6.354695504573811e-06,-0.00018303135968786232,-0.00018310864522768974,2.7633424601361294,2.4229511196293645,0.28537922957473016,0.000425255139956882,-0.005156053029998164,-0.030490168460518295
1750771255.7110643,-1.7246012733987968,-2.4908739999999994,-0.5302407302782663,1.582502974581218,-0.45276473212543866,-2.022484732434581,-0.000636699398612893,0.002,-0.001365139133173067,-1.2709391009147621e-05,-0.00036606271937572463,-0.0003662172904553795,2.76335494307983,2.422958132962013,0.28537924675054377,0.000425247595727796,-0.005156053029997857,-0.03049044691147368
1750771255.713657,-1.7246028651472933,-2.4908689999999996,-0.5302441431260991,1.5825029428077404,-0.452765647282237,-2.022485647977808,-0.0009550490979193395,0.003,-0.0020477086997596006,-1.906408651372143e-05,-0.0005490940790635869,-0.0005493259356830693,2.763375747972395,2.4229698218304097,0.2853792753766816,0.0004252350220305254,-0.005156053029997346,-0.03049091099995173
1750771255.7148602,-1.7246050935951889,-2.4908619999999995,-0.5302489211130652,1.582502898324872,-0.45276692850175504,-2.0224869297383243,-0.001273398797225786,0.004,-0.002730278266346134,-2.5418782018295243e-05,-0.0007321254387514493,-0.000732434580910759,2.7634048747934155,2.422986186205531,0.28537931545281575,0.00042521741889190367,-0.005156053029996631,-0.030491560731281606
1750771255.717128,-1.7246079587424825,-2.4908529999999995,-0.5302550642391646,1.5825028411326123,-0.45276857578399277,-2.022488577716131,-0.0015917484965322327,0.005,-0.0034128478329326674,-3.1773477522869054e-05,-0.0009151567984393115,-0.0009155432261384487,2.763442323514316,2.4230072260467472,0.2853793669784874,0.00042519478634945733,-0.005156053029995707,-0.030492396112923727
1750771255.719264,-1.7246114605891751,-2.4908419999999993,-0.5302625725043972,1.5825027712309618,-0.4527705891289493,-2.022490591911229,-0.001910098195838679,0.006,-0.004095417399519201,-3.812817302744286e-05,-0.0010981881581271738,-0.0010986518713661385,2.7634880940983657,2.42303294130181,0.2853794299531067,0.00042516712445147615,-0.005156053029994585,-0.030493417154470074
1750771255.7212832,-1.7246155991352659,-2.4908289999999993,-0.5302714459087623,1.5825026886199203,-0.45277296853662463,-2.022492972323617,-0.0022284478951451257,0.007,-0.004777986966105734,-4.448286853201667e-05,-0.0012812195178150362,-0.0012817605165938283,2.7635421865006586,2.4230633319068686,0.2853795043759526,0.00042513443325694483,-0.005156053029993255,-0.0304946238676434
1750771255.7233531,-1.7246203743807555,-2.4908139999999994,-0.5302816844522615,1.5825025932994876,-0.45277571400702055,-2.0224957189532944,-0.002546797594451572,0.008,-0.005460556532692268,-5.0837564036590486e-05,-0.0014642508775028985,-0.001464869161821518,2.7636046006681263,2.423098397786451,0.2853795902461728,0.00042509671283559434,-0.005156053029991721,-0.030496016266297752
